Host,cidade,UF,SLA,Latitude,Longitude
1038140,NOVA ITABERABA,SC, Demais Regioes,-26.94058,-52.813772
205974,BOM PRINCIPIO,RS, Regioes Metropolitanas,-29.492329,-51.35928
1041439,SANTO AUGUSTO,RS, Demais Regioes,-27.855459,-53.778534
1023656,GUARAPARI,ES, Regioes Metropolitanas,-20.66856115,-40.49839452
1022920,ARACRUZ,ES, Demais Regioes,-19.59707855,-40.2007245
1043881,TAPEJARA,RS, Demais Regioes,-28.059363,-52.008168
1089780,SALVADOR,BA, Regioes Metropolitanas,-13.01014,-38.46518
1055758,ELISIARIO,SP, SP/RJ,-21.1670526,-49.10292103
1059786,PAULO LOPES,SC,Inativos no app,-27.956771,-48.677482
1092181,LAGES,SC, Demais Regioes,-27.794259,-50.284324
205737,OSORIO,RS, Demais Regioes,-29.884318,-50.27085
1094312,PRIMAVERA DO LESTE,MT, MG/PR/MT,-15.5485,-54.295485
150142,LIMEIRA,SP, SP/RJ,-22.553204,-47.37944
1023134,SAO PAULO,SP, SP/RJ,-23.532819,-46.657706
1031238,SAO PAULO,SP, SP/RJ,-23.5889423,-46.5833771
1061677,LUCAS DO RIO VERDE,MT, MG/PR/MT,-13.067475,-55.92373
1058013,BAURU,SP, SP/RJ,-22.31229966,-49.02629364
1042864,SANTAREM,PA, Demais Regioes,-2.454538,-54.722218
1045771,JOAO PESSOA,PB, Regioes Metropolitanas,-7.19058444,-34.9043663
1023493,CAXIAS DO SUL,RS, Demais Regioes,-29.1544244,-51.171416
1023409,BELFORD ROXO,RJ, SP/RJ,-22.7571099,-43.4086769
885533,SAO PAULO,SP, SP/RJ,-23.58055556,-46.53861111
1032155,RONDONOPOLIS,MT, MG/PR/MT,-16.492141,-54.646109
1052585,JOAO PESSOA,PB, Regioes Metropolitanas,-7.127872,-34.861258
1037276,CUIABA,MT, MG/PR/MT,-15.56521688,-56.08547429
1037211,FORTALEZA,CE, Regioes Metropolitanas,-3.83764393,-38.4813386
1023386,JACAREI,SP, SP/RJ,-23.27692689,-45.95101922
1041856,UBERLANDIA,MG, MG/PR/MT,-18.895661,-48.2547774
1024223,CORREGO FUNDO,MG, MG/PR/MT,-20.45596,-45.512605
1107352,GUARULHOS,SP, SP/RJ,-23.491311,-46.545426
885614,SAO PAULO,SP, SP/RJ,-23.5818292,-46.5911627
1053128,PIRACICABA,SP, SP/RJ,-22.71220123,-47.65607633
81272,BELO HORIZONTE,MG, MG/PR/MT,-19.9535848,-43.9943313
1095976,ESCADA,PE, Regioes Metropolitanas,-8.359881,-35.212263
1038167,JULIO DE CASTILHOS,RS, Demais Regioes,-29.230828,-53.680878
1041493,CRISTALINA,GO, Demais Regioes,-16.767566,-47.613625
134988,PATOS DE MINAS,MG, MG/PR/MT,-18.60010562,-46.51479027
1040153,SAO CAITANO,PE, Demais Regioes,-8.3311228,-36.14253
1032725,PAPANDUVA,SC, Demais Regioes,-26.392732,-50.172272
1022936,TRES RIOS,RJ, SP/RJ,-22.11509964,-43.20370247
1024238,CACHOEIRO DE ITAPEMIRIM,ES, Demais Regioes,-20.83990357,-41.1193959
1023017,POMPEU,MG, MG/PR/MT,-19.2206315,-44.9970208
431591,CRICIUMA,SC, Demais Regioes,-28.67563894,-49.36586109
1030932,CARAGUATATUBA,SP, SP/RJ,-23.619214,-45.401116
1115040,DIADEMA,SP, SP/RJ,-23.67936909,-46.61447243
1032749,ARAQUARI,SC, Demais Regioes,-26.528343,-48.714452
1038853,FLORIANOPOLIS,SC, Regioes Metropolitanas,-27.60122,-48.54553
1061754,ARACRUZ,ES, Demais Regioes,-19.825132,-40.278446
39969,TIMOTEO,MG, MG/PR/MT,-19.529001,-42.660179
1107693,ITUVERAVA,SP, SP/RJ,-20.3345685,-47.7935809
1023329,UMUARAMA,PR, MG/PR/MT,-23.77431558,-53.3209352
1058147,TOLEDO,PR, MG/PR/MT,-24.7247646,-53.7234512
1035870,MARAVILHA,SC, Demais Regioes,-26.756344,-53.165494
258350,GOIANIA,GO, Regioes Metropolitanas,-16.6859587,-49.2669562
1038241,SANTA MARIA DO HERVAL,RS, Regioes Metropolitanas,-29.501746,-50.970556
1084610,ILHEUS,BA, Demais Regioes,-14.839315,-39.025665
1113563,SANTO ANTONIO DE JESUS,BA, Demais Regioes,-12.98431,-39.291773
1004512,RECIFE,PE, Regioes Metropolitanas,-8.13079224,-34.9110498
1087040,CATAGUASES,MG, MG/PR/MT,-21.3879,-42.69465
1096957,PIEDADE,SP, SP/RJ,-23.7091227,-47.4198586
1058922,FEIRA DE SANTANA,BA, Regioes Metropolitanas,-12.211482,-38.95276
1024631,CAJAMAR,SP, SP/RJ,-23.407165,-46.867548
1055577,VARGINHA,MG, MG/PR/MT,-21.5681215,-45.4475638
1103612,IRANDUBA,AM, Regioes Metropolitanas,-3.17088363,-60.09826186
1110036,BARRINHA,SP, SP/RJ,-21.1892643,-48.1510052
1064088,GUANAMBI,BA, Demais Regioes,-14.22299059,-42.7857708
1032696,CHAPECO,SC, Demais Regioes,-27.09569382,-52.67483187
1036211,CAUCAIA,CE, Regioes Metropolitanas,-3.69581208,-38.59699747
1034782,ITAPEVA,SP, SP/RJ,-23.98823967,-48.89212385
1101857,São José do Alegre,MG, MG/PR/MT,-22.331387,-45.528743
469190,Gaspar,SC, Demais Regioes,-26.91499213,-48.97021263
151084,CAMPINAS,SP, SP/RJ,-22.89701539,-47.05625255
1096534,CAMPESTRE DE GOIAS,GO, Regioes Metropolitanas,-16.76122,-49.69093
1000647,VITORIA DA CONQUISTA,BA, Demais Regioes,-14.85044873,-40.85169324
1024125,VITORIA,ES, Regioes Metropolitanas,-20.31725,-40.318161
1037005,UBERLANDIA,MG, MG/PR/MT,-18.9258569,-48.3036321
1059782,VARZEA GRANDE,MT, MG/PR/MT,-15.608303,-56.142967
1032565,SAO FRANCISCO DO SUL,SC, Demais Regioes,-26.2701232,-48.64071493
1034283,SAO PAULO,SP, SP/RJ,-23.535336,-46.7134252
1100019,PRIMAVERA DO LESTE,MT, MG/PR/MT,-15.530461,-54.319892
58955,CAXIAS DO SUL,RS, Demais Regioes,-29.185627,-51.233242
1023856,PETROPOLIS,RJ, SP/RJ,-22.4120681,-43.13881489
1024572,MANHUACU,MG, MG/PR/MT,-20.24773075,-42.03103983
1047150,BARRACAO,PR, MG/PR/MT,-26.25493869,-53.63236822
1022859,RIO DE JANEIRO,RJ, SP/RJ,-22.921337,-43.235548
34223,VOLTA REDONDA,RJ, SP/RJ,-22.50062256,-44.09888109
102300,MANAUS,AM, Regioes Metropolitanas,-3.095758,-60.009402
1045519,CAARAPO,MS, Demais Regioes,-22.63664697,-54.82131968
1037846,CUIABA,MT, MG/PR/MT,-15.60759704,-56.11814094
1092949,VALINHOS,SP, SP/RJ,-22.95634381,-46.99864783
644951,VILA VELHA,ES, Regioes Metropolitanas,-20.34123501,-40.31007678
101346,SAO JOSE DO RIO PRETO,SP, SP/RJ,-20.831464,-49.404558
370,BERTIOGA,SP, SP/RJ,-23.79477,-46.0242611
1024146,SAO PEDRO,SP, SP/RJ,-22.551315,-47.921211
1031201,JACAREI,SP, SP/RJ,-23.308586,-46.005012
1051974,DIVINOPOLIS,MG, MG/PR/MT,-20.135727,-44.915631
1052625,JUNDIAI,SP, SP/RJ,-23.186701,-46.854799
1023787,FEIRA DE SANTANA,BA, Regioes Metropolitanas,-12.26286968,-38.93283022
1023100,SAO PAULO,SP, SP/RJ,-23.59118065,-46.55082691
151912,FRANCA,SP, SP/RJ,-20.529122,-47.392928
1033485,FORTALEZA,CE, Regioes Metropolitanas,-3.799355,-38.530565
1047499,RIO DE JANEIRO,RJ, SP/RJ,-22.808259,-43.196423
1027407,GUARAPUAVA,PR, MG/PR/MT,-25.3942043,-51.46831068
1039659,VINHEDO,SP, SP/RJ,-23.00936826,-46.98814969
882143,SAO PAULO,SP, SP/RJ,-23.56546,-46.569736
1085352,TERESINA,PI, Regioes Metropolitanas,-5.092706,-42.777367
1092295,SERAFINA CORREA,RS, Demais Regioes,-28.70875627,-51.93682192
1059266,RECIFE,PE, Regioes Metropolitanas,-8.0822517,-34.933322
1013425,SAO PAULO,SP, SP/RJ,-23.5010049,-46.68717268
1023780,PINDAMONHANGABA,SP, SP/RJ,-22.92654037,-45.35207748
1028325,MARIALVA,PR, MG/PR/MT,-23.463615,-51.834161
1032259,LAVRAS,MG, MG/PR/MT,-21.177496,-45.124343
430056,SAO PAULO,SP, SP/RJ,-23.61814365,-46.63570298
531090,SALVADOR,BA, Regioes Metropolitanas,-12.9892,-38.50761
1034413,CARANDAI,MG, MG/PR/MT,-20.950871,-43.802807
1058077,TIMBAUBA,PE, Demais Regioes,-7.513742,-35.303757
1022965,MOSSORO,RN, Demais Regioes,-5.2078639,-37.3351081
1030566,JUIZ DE FORA,MG, MG/PR/MT,-21.77664429,-43.3459382
1021303,SAO PAULO,SP, SP/RJ,-23.64418585,-46.74276314
1023476,FRANCA,SP, SP/RJ,-20.568901,-47.393766
1034401,CAMPO ALEGRE,SC, Demais Regioes,-26.18981715,-49.26659766
1096542,AP DE GOIANIA,GO, Regioes Metropolitanas,-16.76101,-49.259615
1093218,PINDAMONHANGABA,SP, SP/RJ,-22.930438,-45.444401
1109602,POA,SP, SP/RJ,-23.51471917,-46.34061468
1023504,SANTO AMARO DA IMPERATRIZ,SC, Regioes Metropolitanas,-27.68504002,-48.74196664
1031628,SAO JOSE DOS CAMPOS,SP, SP/RJ,-23.180525,-45.848029
883352,SAO PAULO,SP, SP/RJ,-23.6983365,-46.7008098
1034386,ITUMBIARA,GO, Demais Regioes,-18.3408165,-49.42773438
1024036,ORTIGUEIRA,PR, MG/PR/MT,-24.104782,-51.040732
1104947,ITARARE,SP, SP/RJ,-24.1088012,-49.3266775
1023220,CEDRAL,SP, SP/RJ,-20.89694405,-49.30186081
1054875,BRASILIA,DF, Regioes Metropolitanas,-15.8581017,-47.91186416
1047469,SANTA HELENA DE GOIAS,GO, Demais Regioes,-17.81443035,-50.59997165
1032595,PALHOCA,SC, Regioes Metropolitanas,-27.663426,-48.6593127
1110271,JOAO PESSOA,PB, Regioes Metropolitanas,-7.1254821,-34.8650877
1022875,NOVA FRIBURGO,RJ, SP/RJ,-22.3020182,-42.5409615
643815,RIO BONITO,RJ, SP/RJ,-22.71253,-42.644184
1022972,PARDINHO,SP, SP/RJ,-23.134721,-48.446096
883336,SAO PAULO,SP, SP/RJ,-23.5675134,-46.6136044
1036139,RIO DE JANEIRO,RJ, SP/RJ,-22.922877,-43.374301
1088258,DIADEMA,SP, SP/RJ,-23.662091,-46.615378
1023498,TRES RIOS,RJ, SP/RJ,-22.11609173,-43.19882657
1017457,GARANHUNS,PE, Demais Regioes,-8.873259,-36.469369
1085142,GUARULHOS,SP, SP/RJ,-23.48267513,-46.54221441
1028356,PORTO FERREIRA,SP, SP/RJ,-21.86923301,-47.48893024
1040161,LAGOA DO CARRO,PE, Demais Regioes,-7.843978,-35.304201
1105174,TOLEDO,PR, MG/PR/MT,-24.76336,-53.734493
400629,RIO DE JANEIRO,RJ, SP/RJ,-22.99829643,-43.26766784
1088613,RIO DE JANEIRO,RJ, SP/RJ,-22.922451,-43.247888
1031190,JACAREI,SP, SP/RJ,-23.29991157,-45.98537538
1093011,OURO BRANCO,MG, MG/PR/MT,-20.519537,-43.695764
1023513,PELOTAS,RS, Demais Regioes,-31.738802,-52.327578
250961,BAURU,SP, SP/RJ,-22.326184,-49.055798
1039352,CARBONITA,MG, MG/PR/MT,-17.547716,-43.014512
1055649,OURO FINO,MG, MG/PR/MT,-22.2767308,-46.37156129
1085575,ARACAJU,SE, Regioes Metropolitanas,-10.910723,-37.065492
1023059,BRASILIA,DF, Regioes Metropolitanas,-15.848817,-47.955157
252280,JAU,SP, SP/RJ,-22.291693,-48.550924
34274,VASSOURAS,RJ, SP/RJ,-22.40642645,-43.66092079
1023767,GUARULHOS,SP, SP/RJ,-23.455841,-46.56014
1028597,SANTA CRUZ DAS PALMEIRAS,SP, SP/RJ,-21.82336992,-47.24640059
803685,FLORIANOPOLIS,SC, Regioes Metropolitanas,-27.587899,-48.523738
1046414,BRASILIA,DF, Regioes Metropolitanas,-15.876268,-47.999496
1032419,VITORIA,ES, Regioes Metropolitanas,-20.264972,-40.265041
27359,FORTALEZA,CE, Regioes Metropolitanas,-3.79694647,-38.51820613
1060931,MARMELEIRO,PR, MG/PR/MT,-26.14684846,-53.02517651
1035208,FLORIANOPOLIS,SC, Regioes Metropolitanas,-27.45545393,-48.4052786
1051093,AGUAS DE SAO PEDRO,SP, SP/RJ,-22.5994562,-47.8747324
168327,IARAS,SP, SP/RJ,-22.864596,-49.157799
1032903,PIRAQUARA,PR, MG/PR/MT,-25.44313121,-49.05880987
883247,SAO PAULO,SP, SP/RJ,-23.545634,-46.717342
1096535,GOIANIA,GO, Regioes Metropolitanas,-16.7406,-49.328279
1019197,JOAO PESSOA,PB, Regioes Metropolitanas,-7.15527243,-34.8383498
1096530,APARECIDA DE GOIANIA,GO, Regioes Metropolitanas,-16.832617,-49.245863
1087360,SANTA MARIA,RS, Demais Regioes,-29.68926,-53.832736
1012085,CURITIBA,PR, MG/PR/MT,-25.45586772,-49.30604672
1024098,COLATINA,ES, Regioes Metropolitanas,-19.53747254,-40.63159312
33782,FLORIANOPOLIS,SC, Regioes Metropolitanas,-27.54378744,-48.50252645
885029,SAO PAULO,SP, SP/RJ,-23.56956129,-46.50842084
1020362,CAMPOS DO JORDAO,SP, SP/RJ,-22.734395,-45.586718
400530,SAO PEDRO DA ALDEIA,RJ, SP/RJ,-22.84152627,-42.07099014
880701,SAO PAULO,SP, SP/RJ,-23.523161,-46.68561996
1034033,BARAO DE COCAIS,MG, MG/PR/MT,-19.928834,-43.47084
1063189,CACHOEIRINHA,RS, Regioes Metropolitanas,-29.936375,-51.102236
1057665,JOAO PESSOA,PB, Regioes Metropolitanas,-7.18094596,-34.8607145
1042965,LAURO DE FREITAS,BA, Regioes Metropolitanas,-12.90207281,-38.31646471
1087028,ATIBAIA,SP, SP/RJ,-23.1247676,-46.5558002
1031703,CARLOPOLIS,PR, MG/PR/MT,-23.429011,-49.721003
1024172,LONDRINA,PR, MG/PR/MT,-23.327245,-51.157979
643580,PETROPOLIS,RJ, SP/RJ,-22.51329994,-43.22140121
1020621,BOTUCATU,SP, SP/RJ,-22.924906,-48.451695
150525,RIO CLARO,SP, SP/RJ,-22.40642999,-47.57232396
880515,SAO PAULO,SP, SP/RJ,-23.52802477,-46.70473387
1104804,VARZEA GRANDE,MT, MG/PR/MT,-15.66866737,-56.14463336
1101128,CARIACICA,ES, Regioes Metropolitanas,-20.251016,-40.373547
1023133,SAO PAULO,SP, SP/RJ,-23.56346607,-46.71210619
1095334,ITABUNA,BA, Regioes Metropolitanas,-14.786212,-39.273245
1023959,MACEIO,AL, Regioes Metropolitanas,-9.65349468,-35.70500957
1083696,CAMPINAS,SP, SP/RJ,-22.9302721,-47.0990894
1096519,GOIANIA,GO, Regioes Metropolitanas,-16.615065,-49.323871
1048116,CARATINGA,MG, MG/PR/MT,-19.7810586,-42.1329128
1102184,PONTA GROSSA,PR, MG/PR/MT,-25.111379,-50.148991
1096973,LARANJEIRAS DO SUL,PR, MG/PR/MT,-25.399317,-52.413571
1023321,JARAGUA DO SUL,SC, Demais Regioes,-26.4862968,-49.0826511
1043351,CAMBUQUIRA,MG, MG/PR/MT,-21.888828,-45.21804
1017502,INDAIATUBA,SP, SP/RJ,-23.10873736,-47.2310586
184969,ITUPEVA,SP, SP/RJ,-23.104932,-47.010249
1013937,JUNDIAI,SP, SP/RJ,-23.15614533,-46.91247458
1108221,SAO JOSE DO RIO PRETO,SP, SP/RJ,-20.760995,-49.344237
1037825,SALTO DO LONTRA,PR, MG/PR/MT,-25.776891,-53.311591
1052187,GOIANIA,GO, Regioes Metropolitanas,-16.718365,-49.332969
151394,CAMPINAS,SP, SP/RJ,-22.905395,-47.051218
1038232,MARCELINO RAMOS,RS, Demais Regioes,-27.464065,-51.904809
1086778,CARAGUATATUBA,SP, SP/RJ,-23.701532,-45.436926
1047423,ERVAL VELHO,SC, Demais Regioes,-27.244029,-51.447285
1023702,TERESINA,PI, Regioes Metropolitanas,-5.081762,-42.765481
1023862,AMPARO,SP, SP/RJ,-22.71549536,-46.77254846
1045251,NOVA SANTA ROSA,PR, MG/PR/MT,-24.462195,-53.950151
1023228,PEDERNEIRAS,SP, SP/RJ,-22.35452319,-48.77495688
882666,SAO PAULO,SP, SP/RJ,-23.61913052,-46.65058886
1112410,JULIO DE CASTILHOS,RS, Demais Regioes,-29.2330863,-53.6666986
1023969,GOVERNADOR VALADARES,MG, MG/PR/MT,-18.89122222,-41.94744444
1023480,Gaspar,SC, Demais Regioes,-26.93111151,-48.94967111
1046419,BELEM,PA, Regioes Metropolitanas,-1.40316361,-48.45202921
1023351,SANTA HELENA,PR, MG/PR/MT,-24.8564833,-54.33337586
400610,MACAE,RJ, SP/RJ,-22.39816856,-41.79174423
885088,SAO PAULO,SP, SP/RJ,-23.630857,-46.70324
1023027,CORACAO DE JESUS,MG, MG/PR/MT,-16.688615,-44.356928
469114,SAO JOSE DOS PINHAIS,PR, MG/PR/MT,-25.510083,-49.176642
871729,MOSSORO,RN, Demais Regioes,-5.1821476,-37.3474506
1098957,FORMOSA DO RIO PRETO,BA, Demais Regioes,-11.039912,-45.210899
853658,SANTA CRUZ DO RIO PARDO,SP, SP/RJ,-22.89809408,-49.62468946
468681,CRICIUMA,SC, Demais Regioes,-28.68329731,-49.38720424
1115562,MONTES CLAROS,MG, MG/PR/MT,-16.65826229,-43.72701169
883751,CUBATAO,SP, SP/RJ,-23.88194084,-46.42082977
1046860,TAUBATE,SP, SP/RJ,-23.05336821,-45.5775573
1096292,SANTA MARIA DO PARA,PA, Demais Regioes,-1.312763,-47.43397
1035808,PALMEIRA,PR, MG/PR/MT,-25.430727,-50.13758
1064070,GOIANIA,GO, Regioes Metropolitanas,-16.688986,-49.345616
1031773,ITATIAIUCU,MG, MG/PR/MT,-20.27894056,-44.42844
1111635,CARAGUATATUBA,SP, SP/RJ,-23.67414848,-45.43726832
1085973,SEROPEDICA,RJ, SP/RJ,-22.7150661,-43.7226772
1017897,JUNDIAI,SP, SP/RJ,-23.149286,-46.846152
1051978,DIVINOPOLIS,MG, MG/PR/MT,-20.13603,-44.91491
643912,RIO DE JANEIRO,RJ, SP/RJ,-22.920129,-43.234697
160067,RIO CLARO,SP, SP/RJ,-22.41293994,-47.55993481
168335,CAMPINAS,SP, SP/RJ,-22.92950762,-47.07043431
1096034,CRUZEIRO DO SUL,AC, Demais Regioes,-7.6288242,-72.67573086
1061718,FEIRA DE SANTANA,BA, Regioes Metropolitanas,-12.229154,-38.980388
1023689,RIO DE JANEIRO,RJ, SP/RJ,-22.935641,-43.183854
1019902,JUNDIAI,SP, SP/RJ,-23.1765843,-46.9023259
85812,NATAL,RN, Regioes Metropolitanas,-5.815989,-35.217637
1032146,HORTOLANDIA,SP, SP/RJ,-22.890823,-47.230682
1023765,CAMPINAS,SP, SP/RJ,-22.85599968,-47.04486297
1014152,PRESIDENTE MEDICI,RO, Demais Regioes,-11.16861,-61.901381
295183,BRASILIA,DF, Regioes Metropolitanas,-15.99905393,-48.06096785
1047341,POUSO ALEGRE,MG, MG/PR/MT,-22.22833499,-45.93159634
1028222,VILA VELHA,ES, Regioes Metropolitanas,-20.332075,-40.354012
1057998,SAO SEBASTIAO,SP, SP/RJ,-23.7158936,-45.42827382
1052893,MURIAE,MG, MG/PR/MT,-21.136354,-42.371042
636860,SAO JOSE DO RIO PRETO,SP, SP/RJ,-20.825112,-49.366531
557072,AMERICANA,SP, SP/RJ,-22.7539778,-47.3362517
1028392,FORTALEZA,CE, Regioes Metropolitanas,-3.82172791,-38.5352074
1023044,SAO SEBASTIAO DO PARAISO,MG, MG/PR/MT,-20.91505658,-46.98064526
1010997,MONTE MOR,SP, SP/RJ,-22.944621,-47.281603
1033710,CAMPO GRANDE,MS, Regioes Metropolitanas,-20.521362,-54.589031
542709,JABOATAO DOS GUARARAPES,PE, Regioes Metropolitanas,-8.17761698,-34.9174695
1045643,FORMIGA,MG, MG/PR/MT,-20.454271,-45.462865
1023191,ANGATUBA,SP, SP/RJ,-23.52764758,-48.39713694
1024324,SANTA ADELIA,SP, SP/RJ,-21.245607,-48.806483
558222,ITATIBA,SP, SP/RJ,-22.986955,-46.805451
1022903,RIO DE JANEIRO,RJ, SP/RJ,-22.92710114,-43.36116409
1023163,RIO DAS PEDRAS,SP, SP/RJ,-22.843531,-47.60889
1112138,CURITIBA,PR, MG/PR/MT,-25.407662,-49.271247
1044679,MARACANAU,CE, Regioes Metropolitanas,-3.84075926,-38.63680185
1035319,GUAPIMIRIM,RJ, SP/RJ,-22.563259,-42.999182
1089371,SERRA,ES, Regioes Metropolitanas,-20.189664,-40.24392
1042282,VITORIA DA CONQUISTA,BA, Demais Regioes,-14.85743127,-40.84195385
1041544,Navirai,MS, Demais Regioes,-23.10262,-54.222349
1090149,ILHEUS,BA, Demais Regioes,-14.796305,-39.086268
1100010,JUSCIMEIRA,MT, MG/PR/MT,-16.0555567,-54.8846146
112208,ARACAJU,SE, Regioes Metropolitanas,-10.933109,-37.061683
1051194,APARECIDA DE GOIANIA,GO, Regioes Metropolitanas,-16.79053,-49.354829
1023466,CURITIBA,PR, MG/PR/MT,-25.486484,-49.273609
1023358,SAO JOSE DOS PINHAIS,PR, MG/PR/MT,-25.541237,-49.191761
1055850,MURIAE,MG, MG/PR/MT,-21.12829811,-42.3474356
881155,SAO PAULO,SP, SP/RJ,-23.58181982,-46.5521158
1089676,ARAGUAINA,TO, Demais Regioes,-7.220466,-48.218805
1023744,PINHEIROS,ES, Demais Regioes,-18.4165279,-40.21067748
1100097,FORTALEZA,CE, Regioes Metropolitanas,-3.871412,-38.501173
1038605,SANTA ADELIA,SP, SP/RJ,-21.245798,-48.808718
1098257,ALVINOPOLIS,MG, MG/PR/MT,-20.0940834,-43.0598372
98051,JUIZ DE FORA,MG, MG/PR/MT,-21.7308238,-43.3564736
1097398,ARACUAI,MG, MG/PR/MT,-16.849232,-42.050348
1092809,FLORIANOPOLIS,SC, Regioes Metropolitanas,-27.59024,-48.54616
1096515,GOIANIA,GO, Regioes Metropolitanas,-16.685054,-49.347738
1035856,CASCAVEL,PR, MG/PR/MT,-24.92894303,-53.45229601
1086882,SAO MATEUS,ES, Demais Regioes,-18.762345,-39.863526
1063353,BRASILIA,DF, Regioes Metropolitanas,-16.0181716,-48.187235
213470,BRASILIA,DF, Regioes Metropolitanas,-15.86759,-47.924254
887269,SANTOS,SP, SP/RJ,-23.954288,-46.312848
1050533,RIO DE JANEIRO,RJ, SP/RJ,-22.85541972,-43.24808622
1024510,AMERICANA,SP, SP/RJ,-22.74761647,-47.33841035
1044402,PEABIRU,PR, MG/PR/MT,-23.9115347,-52.3418033
1038067,ARACAJU,SE, Regioes Metropolitanas,-11.085551,-37.131492
120332,SAO LOURENCO DA MATA,PE, Regioes Metropolitanas,-8.0122061,-35.01886918
542326,RECIFE,PE, Regioes Metropolitanas,-8.064637,-34.937892
1050376,LORENA,SP, SP/RJ,-22.72855047,-45.0766377
1040165,PORTO VELHO,RO, Regioes Metropolitanas,-8.74627709,-63.90317435
885282,SAO PAULO,SP, SP/RJ,-23.623962,-46.480757
103241,MANAUS,AM, Regioes Metropolitanas,-3.092712,-60.036373
1086976,SAO CARLOS,SP, SP/RJ,-22.02439129,-47.88048211
1022869,SAPUCAIA,RJ, SP/RJ,-21.960452,-42.859228
1038788,ICARA,SC, Demais Regioes,-28.728255,-49.301094
1030232,UBATUBA,SP, SP/RJ,-23.44354088,-45.07052331
1041941,CANAA DOS CARAJAS,PA, Demais Regioes,-6.51458478,-49.85366428
1047014,ITABELA,BA, Demais Regioes,-16.602499,-39.547493
1015488,INDAIATUBA,SP, SP/RJ,-23.0694104,-47.20063363
1047230,FRANCISCO BELTRAO,PR, MG/PR/MT,-26.07790729,-53.06731987
1038817,TUBARAO,SC, Demais Regioes,-28.50552704,-49.04491938
1035869,BALNEARIO RINCAO,SC, Demais Regioes,-28.802984,-49.246677
1033492,RECIFE,PE, Regioes Metropolitanas,-8.13417551,-34.90939024
1024955,BAIXO GUANDU,ES, Demais Regioes,-19.51811281,-40.99943886
1113850,NOVA IGUACU,RJ, SP/RJ,-22.7083699,-43.4290901
1024584,PATOS,PB, Demais Regioes,-7.023951,-37.277591
443093,BELO HORIZONTE,MG, MG/PR/MT,-19.92976996,-43.97906358
1057741,NOVA PRATA,RS, Demais Regioes,-28.78899,-51.60741
1023401,MOCOCA,SP, SP/RJ,-21.48813594,-47.01087769
1019835,FORTALEZA,CE, Regioes Metropolitanas,-3.776715,-38.481901
1040401,SANTO ANTONIO DA PLATINA,PR, MG/PR/MT,-23.298097,-50.072688
885657,DIADEMA,SP, SP/RJ,-23.688134,-46.591657
1025571,BICAS,MG, MG/PR/MT,-21.737862,-43.096821
1105121,BARREIRAS,BA, Demais Regioes,-12.1375695,-45.00107892
1001103,Ariquemes,RO, Demais Regioes,-9.91113213,-63.03129454
1043637,CLAUDIA,MT, MG/PR/MT,-11.501918,-54.876807
1024213,RIO DE JANEIRO,RJ, SP/RJ,-22.87474213,-43.55389479
33901,SERRA,ES, Regioes Metropolitanas,-20.20963247,-40.26280138
43290,SALVADOR,BA, Regioes Metropolitanas,-12.98192318,-38.45541213
1010928,BARRA DO PIRAI,RJ, SP/RJ,-22.4628483,-43.8261816
1040163,BOM JARDIM,PE, Demais Regioes,-7.7885287,-35.59431449
1023916,JUIZ DE FORA,MG, MG/PR/MT,-21.72547953,-43.39667921
1042957,IPOJUCA,PE, Regioes Metropolitanas,-8.36815364,-35.00834364
1042440,CURRAIS NOVOS,RN, Demais Regioes,-6.257392,-36.500504
1033068,SAO PEDRO,SP, SP/RJ,-22.620384,-47.84996
1086881,CARATINGA,MG, MG/PR/MT,-19.780399,-42.132278
1055366,XANGRI-LA,RS, Demais Regioes,-29.77522,-50.03775
1030780,PETROLINA,PE, Demais Regioes,-9.392191,-40.524497
9334,FRANCA,SP, SP/RJ,-20.52669474,-47.37963994
1024123,PIRACICABA,SP, SP/RJ,-22.73905141,-47.63028972
1036278,ALAGOINHAS,BA, Demais Regioes,-12.145238,-38.400342
644595,VALENCA,RJ, SP/RJ,-22.240148,-43.695129
1023197,IGARAPAVA,SP, SP/RJ,-20.04758177,-47.7806822
1014819,SAO PAULO,SP, SP/RJ,-23.60983529,-46.6637451
1109790,SIMPLICIO MENDES,PI, Demais Regioes,-7.8624568,-41.9090048
1094522,CABO DE SANTO AGOSTINHO,PE, Regioes Metropolitanas,-8.29898,-35.025187
1023661,RIO DE JANEIRO,RJ, SP/RJ,-22.92650641,-43.2465125
1038237,GUARATUBA,PR, MG/PR/MT,-25.91552,-48.575647
1087029,BARUERI,SP, SP/RJ,-23.493708,-46.831244
255971,NOVA GRANADA,SP, SP/RJ,-20.53314,-49.318891
539988,RECIFE,PE, Regioes Metropolitanas,-8.061681,-34.906338
368466,SAO LUIS,MA, Regioes Metropolitanas,-2.538013,-44.222947
1058876,REALEZA,PR, MG/PR/MT,-25.77060485,-53.53555092
1033199,PATY DO ALFERES,RJ, SP/RJ,-22.44192507,-43.44113823
1023875,MONTES CLAROS,MG, MG/PR/MT,-16.658101,-43.739539
1051110,ALFENAS,MG, MG/PR/MT,-21.439871,-45.948507
640913,GUARAPARI,ES, Regioes Metropolitanas,-20.65502098,-40.50307613
1030884,PORTO VELHO,RO, Regioes Metropolitanas,-8.783025,-63.89705
1039902,LONDRINA,PR, MG/PR/MT,-23.31875665,-51.13551513
1030430,TAUBATE,SP, SP/RJ,-23.02155434,-45.54088128
